ProteinAccessions,gene,PG.ProteinDescriptions,PG.Organisms,iBAQ_mean_male,iBAQ_mean_female,iBAQ_mean_all_1_10
Q80YC5,F12,Coagulation factor XII,Mus musculus,16500.44,901.72,8701.08
Q80Z19,Muc2,Mucin-2,Mus musculus,264.2,976.3499999999999,620.275
Q80ZU7,Bpifb3,BPI fold-containing family B member 3,Mus musculus,34514.0208,474757.9362,254635.9785
Q812G0,Mgat4a,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A",Mus musculus,66308.199,57712.5604,62010.3797
Q8BFR2,Fstl5,Follistatin-related protein 5,Mus musculus,100.2,638.9,459.3333333333333
Q8BFR4,Gns,N-acetylglucosamine-6-sulfatase,Mus musculus,15235.16,19462.380400000002,17348.7702
Q8BFR5,Tufm,"Elongation factor Tu, mitochondrial",Mus musculus,1095.075,1648.2,1371.6374999999998
Q8BFW7,Lpp,Lipoma-preferred partner homolog,Mus musculus,330.3,NA,330.3
Q8BFY9,Tnpo1,Transportin-1,Mus musculus,1044.1750000000002,745.5,894.8375000000001
Q8BFZ3,Actbl2,Beta-actin-like protein 2,Mus musculus,12462.3002,17741.14,15101.7201
Q8BFZ6,Idi2,Isopentenyl-diphosphate delta-isomerase 2,Mus musculus,6715.85,2311.775,4513.8125
Q8BG05,Hnrnpa3,Heterogeneous nuclear ribonucleoprotein A3,Mus musculus,2535.26,2271.2,2403.23
Q8BG32,Psmd11,26S proteasome non-ATPase regulatory subunit 11,Mus musculus,3692.68,3298.06,3495.37
Q8BG48,Stk17b,Serine/threonine-protein kinase 17B,Mus musculus,251859.85940000002,136634.03819999998,194246.9488
Q8BGB7,Enoph1,Enolase-phosphatase E1,Mus musculus,1320.3,98.7,913.1
Q8BGQ7,Aars1,"Alanine--tRNA ligase, cytoplasmic",Mus musculus,785.8499999999999,489.54999999999995,637.6999999999999
Q8BGT9,Galnt12,Polypeptide N-acetylgalactosaminyltransferase 12,Mus musculus,857.875,339.05,598.4625
Q8BGZ7,Krt75,"Keratin, type II cytoskeletal 75",Mus musculus,13067.0002,19872.9198,16469.96
Q8BH02,Tor4a,Torsin-4A,Mus musculus,2979,3629.46,3304.23
Q8BH24,Tm9sf4,Transmembrane 9 superfamily member 4,Mus musculus,756.6,796.675,774.4111111111112
Q8BH35,C8b,Complement component C8 beta chain,Mus musculus,34330.2804,34878.950749999996,34574.133888888886
Q8BH43,Wasf2,Actin-binding protein WASF2,Mus musculus,814.7,930.875,881.0857142857143
Q8BH58,Tiprl,TIP41-like protein,Mus musculus,4172.1,NA,4172.1
Q8BH61,F13a1,Coagulation factor XIII A chain,Mus musculus,2440.5,252,1815.2142857142858
Q8BH64,Ehd2,EH domain-containing protein 2,Mus musculus,2197.3,NA,2197.3
Q8BH73,Qpctl,Glutaminyl-peptide cyclotransferase-like protein,Mus musculus,6169.94,4062.94,5116.44
Q8BHB9,Clic6,Chloride intracellular channel protein 6,Mus musculus,253.9,0.2,127.05000000000001
Q8BHG1,Nrdc,Nardilysin,Mus musculus,1752.96,1234.42,1493.69
Q8BHG2,Czib,CXXC motif containing zinc binding protein,Mus musculus,1562.8,495.075,708.62
Q8BHG3;Q8VEK0,Tmem30b;Tmem30a,Cell cycle control protein 50B;Cell cycle control protein 50A,Mus musculus,588.225,352.3,509.5833333333333
Q8BHN0,Ppm1l,Protein phosphatase 1L,Mus musculus,113878.15939999999,63074.9204,88476.5399
Q8BHN3,Ganab,Neutral alpha-glucosidase AB,Mus musculus,168554.0782,195666.3812,182110.2297
Q8BI84,Mia3,Transport and Golgi organization protein 1 homolog,Mus musculus,2166.82,2265.44,2216.13
Q8BIS8,Ccdc126,Coiled-coil domain-containing protein 126,Mus musculus,3136.7999999999997,1525.3999999999999,2532.525
Q8BJD1,Itih5,Inter-alpha-trypsin inhibitor heavy chain H5,Mus musculus,266.15,221.15,236.15
Q8BJR6,Prss27,Serine protease 27,Mus musculus,7808.4800000000005,9316.24,8562.36
Q8BJS4,Sun2,SUN domain-containing protein 2,Mus musculus,1369.1,1878.4,1560.0874999999999
Q8BJU0,Sgta,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,Mus musculus,1728.3000000000002,1135.725,1389.6857142857143
Q8BJY1,Psmd5,26S proteasome non-ATPase regulatory subunit 5,Mus musculus,5390.25,553.55,2165.7833333333338
Q8BK48,Ces2e,Pyrethroid hydrolase Ces2e,Mus musculus,12070.86,6794.7,9432.78
Q8BK62,Olfml3,Olfactomedin-like protein 3,Mus musculus,16545.16,5364.24,10954.7
Q8BK64,Ahsa1,Activator of 90 kDa heat shock protein ATPase homolog 1,Mus musculus,10755.7505,2257.866666666667,5657.0202
Q8BKG3,Ptk7,Inactive tyrosine-protein kinase 7,Mus musculus,2746.86,6278.54,4512.7
Q8BKN5,Tubgcp5,Gamma-tubulin complex component 5,Mus musculus,3418.1200000000003,2753.6,3085.86
Q8BKN6;Q9QZS6,Hs3st3a1;Hs3st3b1,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1;Heparan sulfate glucosamine 3-O-sulfotransferase 3B1,Mus musculus,18347.9604,14656.699999999999,16502.3302
Q8BKX1,Baiap2,BAR/IMD domain-containing adapter protein 2,Mus musculus,396.3666666666667,261.8,342.54
Q8BLI0,Adamtsl1,ADAMTS-like protein 1,Mus musculus,6181.76,9512.34,7847.05
Q8BM72,Hspa13,Heat shock 70 kDa protein 13,Mus musculus,149442.3392,182923.35940000002,166182.8493
Q8BM88,Ctso,Cathepsin O,Mus musculus,5434.7,5546.66,5490.68
Q8BMJ2,Lars1,"Leucine--tRNA ligase, cytoplasmic",Mus musculus,380.4,155.3,219.61428571428573
Q8BMK4,Ckap4,Cytoskeleton-associated protein 4,Mus musculus,190.1,952.6,342.6
Q8BML9,Qars1,Glutamine--tRNA ligase,Mus musculus,605.6,186.2,395.9
Q8BMS1,Hadha,"Trifunctional enzyme subunit alpha, mitochondrial",Mus musculus,622.95,1060.3799999999999,865.9666666666666
Q8BND5,Qsox1,Sulfhydryl oxidase 1,Mus musculus,866605.625,2022931.65,1444768.6375
Q8BNJ6,Neto2,Neuropilin and tolloid-like protein 2,Mus musculus,2426.98,1095.3799999999999,1761.1799999999998
Q8BP47,Nars1,"Asparagine--tRNA ligase, cytoplasmic",Mus musculus,1063.3,600.5,831.9
Q8BT42,Smim5,Small integral membrane protein 5,Mus musculus,2559.9666666666667,5226.8,3893.383333333333
Q8BT60,Cpne3,Copine-3,Mus musculus,7771.66,10845.1,9308.38
Q8BTG6,Spring1,SREBP regulating gene protein,Mus musculus,3129.08,3079.6,3104.34
Q8BTM8,Flna,Filamin-A,Mus musculus,19645.7398,26221.4804,22933.6101
Q8BTY1,Kyat1,Kynurenine--oxoglutarate transaminase 1,Mus musculus,14712.7002,10311.6598,12512.18
Q8BTZ7,Gmppb,Mannose-1-phosphate guanyltransferase beta,Mus musculus,3767.5999999999995,3360.46,3541.411111111111
Q8BU51,Bpifb6,BPI fold-containing family B member 6,Mus musculus,25531.96,50162.0202,37846.9901
Q8BUK6,Hook3,Protein Hook homolog 3,Mus musculus,688.3,543.9000000000001,616.1
Q8BUR4,Dock1,Dedicator of cytokinesis protein 1,Mus musculus,32.1,NA,32.1
Q8BVE3,Atp6v1h,V-type proton ATPase subunit H,Mus musculus,2470.94,2098.2,2284.57
Q8BVI4,Qdpr,Dihydropteridine reductase,Mus musculus,10806.25,1460.725,4575.9
Q8BVQ5,Ppme1,Protein phosphatase methylesterase 1,Mus musculus,528.7750000000001,608.16,572.8777777777779
Q8BVY0,Rsl1d1,Ribosomal L1 domain-containing protein 1,Mus musculus,184.225,330.45,232.96666666666667
Q8BWG8,Arrb1,Beta-arrestin-1,Mus musculus,248.75,106.425,153.86666666666667
Q8BWP8,B4gat1,"Beta-1,4-glucuronyltransferase 1",Mus musculus,12658.78,5028.64,8843.71
Q8BWT1,Acaa2,"3-ketoacyl-CoA thiolase, mitochondrial",Mus musculus,824.05,466.86,625.6111111111111
Q8BWY3,Etf1,Eukaryotic peptide chain release factor subunit 1,Mus musculus,2694.46,1251.1,2052.9666666666667
Q8BWZ3,Naa25,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",Mus musculus,522.2,126.375,205.54000000000002
Q8BX37,Acp7,Acid phosphatase type 7,Mus musculus,660.8,2088.125,1476.4142857142858
Q8BXA1,Golim4,Golgi integral membrane protein 4,Mus musculus,5246.22,2987.2,4116.71
Q8BXZ1,Tmx3,Protein disulfide-isomerase TMX3,Mus musculus,238.52,396,308.5111111111111
Q8BYC6,Taok3,Serine/threonine-protein kinase TAO3,Mus musculus,605.8,403.78000000000003,479.5375
Q8BYH7,Tbc1d17,TBC1 domain family member 17,Mus musculus,1017.4,NA,1017.4
Q8BYK4,Rdh12,Retinol dehydrogenase 12,Mus musculus,NA,428.9,428.9
Q8BYU6,Tor1aip2,Torsin-1A-interacting protein 2,Mus musculus,3236.12,4985.96,4111.04
Q8BZE1,Cdcp3,Putative DMBT1-like protein,Mus musculus,1435.55,2857,2146.275
Q8BZQ2,Crispld2,Cysteine-rich secretory protein LCCL domain-containing 2,Mus musculus,1602.94,1584.92,1593.93
Q8C0C7,Farsa,Phenylalanine--tRNA ligase alpha subunit,Mus musculus,934,682.3666666666667,745.275
Q8C0E2,Vps26b,Vacuolar protein sorting-associated protein 26B,Mus musculus,519.4,554.6,537
Q8C0L0,Tmx4,Thioredoxin-related transmembrane protein 4,Mus musculus,900.0333333333333,1111.06,1031.925
Q8C0R9,Lrrd1,Leucine-rich repeat and death domain-containing protein 1,Mus musculus,2307.6000000000004,NA,2307.6000000000004
Q8C102,Galnt5,Polypeptide N-acetylgalactosaminyltransferase 5,Mus musculus,136.925,384.3,274.35555555555555
Q8C166,Cpne1,Copine-1,Mus musculus,NA,131.96666666666667,131.96666666666667
Q8C1A5,Thop1,Thimet oligopeptidase,Mus musculus,19622.6402,11014.62,15318.6301
Q8C1E1,Bpifb2,BPI fold-containing family B member 2,Mus musculus,1545030.6376,1577491.575,1561261.1063
Q8C255,Dpep2,Dipeptidase 2,Mus musculus,428.5,NA,428.5
Q8C3X2,Ccdc90b,"Coiled-coil domain-containing protein 90B, mitochondrial",Mus musculus,6639.825,10812.2602,8957.844555555555
Q8C522,Endod1,Endonuclease domain-containing 1 protein,Mus musculus,1809.425,1044.8400000000001,1384.6555555555556
Q8C5W3,Tbcel,Tubulin-specific chaperone cofactor E-like protein,Mus musculus,1471.1000000000001,NA,1471.1000000000001
Q8C6C9,Leg1,Protein LEG1 homolog,Mus musculus,40232287.2,32645110.4,36438698.8
Q8C6G8,Wdr26,WD repeat-containing protein 26,Mus musculus,181.85,111.8,158.5
Q8C7E7,Stbd1,Starch-binding domain-containing protein 1,Mus musculus,3623.1,NA,3623.1
Q8C7G5,Apoa5,Apolipoprotein A-V,Mus musculus,399.7,NA,399.7
Q8C7U7,Galnt6,Polypeptide N-acetylgalactosaminyltransferase 6,Mus musculus,31495.5998,31744.9994,31620.299600000002
Q8CAA7,Pgm2l1,"Glucose 1,6-bisphosphate synthase",Mus musculus,1136.1,NA,1136.1
Q8CAY6,Acat2,"Acetyl-CoA acetyltransferase, cytosolic",Mus musculus,228.2,NA,228.2
Q8CB27,Yod1,Ubiquitin thioesterase OTU1,Mus musculus,226.7,NA,226.7
Q8CB87,Rab44,Ras-related protein Rab-44,Mus musculus,142.5,187.5,161.78571428571428
Q8CBW3,Abi1,Abl interactor 1,Mus musculus,1226.28,1809.34,1517.81
Q8CC86,Naprt,Nicotinate phosphoribosyltransferase,Mus musculus,697.5999999999999,187.4,493.52
Q8CCH2,Nhlrc3,NHL repeat-containing protein 3,Mus musculus,468.12,289.375,388.6777777777778
Q8CCJ3,Ufl1,E3 UFM1-protein ligase 1,Mus musculus,499.2,NA,499.2
Q8CDN6,Txnl1,Thioredoxin-like protein 1,Mus musculus,2599.7,1599.725,2099.7125
Q8CE08,Acp3,Prostatic acid phosphatase,Mus musculus,4856.02,7895.719999999999,6375.87
Q8CE72,Cplane1,Ciliogenesis and planar polarity effector 1,Mus musculus,220.5,NA,220.5
Q8CF02,Fam25a,Protein FAM25A,Mus musculus,23455.18,45116.0996,34285.6398
Q8CF66,Lamtor4,Ragulator complex protein LAMTOR4,Mus musculus,2150.8,1451.75,1951.0714285714287
Q8CFX1,H6pd,GDH/6PGL endoplasmic bifunctional protein,Mus musculus,3682.82,2691.8,3187.31
Q8CG14,C1s1,Complement C1s-1 subcomponent,Mus musculus,3296.0800000000004,346.8,2804.5333333333338
Q8CG16,C1ra,Complement C1r-A subcomponent,Mus musculus,3691.62,1895.58,2793.6
Q8CG19,Ltbp1,Latent-transforming growth factor beta-binding protein 1,Mus musculus,17091.6198,14266.3198,15678.969799999999
Q8CG72,Adprs,ADP-ribosylhydrolase ARH3,Mus musculus,5854.7,569.1666666666666,2683.38
Q8CG76,Akr7a2,Aflatoxin B1 aldehyde reductase member 2,Mus musculus,2793.5,146.7,1470.1
Q8CGC7,Eprs1,Bifunctional glutamate/proline--tRNA ligase,Mus musculus,4180.76,4273.72,4227.24
Q8CGR5,Klk14,Kallikrein-14,Mus musculus,228971.3436,166674.2782,197822.8109
Q8CHK3,Mboat7,Lysophospholipid acyltransferase 7,Mus musculus,305.96666666666664,771.9,422.45
Q8CHP8,Pgp,Glycerol-3-phosphate phosphatase,Mus musculus,3523.68,1945.6,3072.7999999999997
Q8CI51,Pdlim5,PDZ and LIM domain protein 5,Mus musculus,1323.8,102.5,509.6
Q8CI70,Lrrc20,Leucine-rich repeat-containing protein 20,Mus musculus,2236.225,2416.65,2326.4375
Q8CI94,Pygb,"Glycogen phosphorylase, brain form",Mus musculus,4540.025,1834.1599999999999,3036.766666666667
Q8CID3,Fam20a,Pseudokinase FAM20A,Mus musculus,984.7,690.6333333333333,874.425
Q8CIE0,Serpina11,Serpin A11,Mus musculus,219.7,NA,219.7
Q8CIE6,Copa,Coatomer subunit alpha,Mus musculus,2506.58,9338.6204,5922.6002
Q8CIF4,Btd,Biotinidase,Mus musculus,4233.92,3519.12,3876.52
Q8CIG9,Fbxl8,F-box/LRR-repeat protein 8,Mus musculus,152.9,NA,152.9
Q8CIH5,Plcg2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2",Mus musculus,211.22,711.5,461.36
Q8CIN4,Pak2,Serine/threonine-protein kinase PAK 2,Mus musculus,941.4200000000001,667.025,819.4666666666667
Q8CIT9,Sbsn,Suprabasin,Mus musculus,4534.92,4499.62,4517.27
Q8CIV3,Liph,Lipase member H,Mus musculus,2297.9,6332.46,4315.18
Q8CIZ8,Vwf,von Willebrand factor,Mus musculus,338.7,NA,338.7
Q8CJG0,Ago2,Protein argonaute-2,Mus musculus,462.4,NA,462.4
Q8JZM8,Muc4,Mucin-4,Mus musculus,144.4,154.07500000000002,148.7
Q8JZQ9,Eif3b,Eukaryotic translation initiation factor 3 subunit B,Mus musculus,1150.225,778,964.1125
Q8K010,Oplah,5-oxoprolinase,Mus musculus,731.8,NA,731.8
Q8K0C5,Zg16,Zymogen granule membrane protein 16,Mus musculus,45415.4002,2886.44,24150.9201
Q8K0C9,Gmds,"GDP-mannose 4,6 dehydratase",Mus musculus,3952.52,2457.2999999999997,3204.91
Q8K0E8,Fgb,Fibrinogen beta chain,Mus musculus,194555.3954,68809.70000000001,131682.5477
Q8K0T0,Rtn1,Reticulon-1,Mus musculus,137.5,NA,137.5
Q8K0Y2,Krt33a,"Keratin, type I cuticular Ha3-I",Mus musculus,26041,16203.8,22106.12
Q8K135,Kiaa0319l,Dyslexia-associated protein KIAA0319-like protein,Mus musculus,3751.18,7070.7,5410.9400000000005
Q8K157,Galm,Galactose mutarotase,Mus musculus,9841.36,6174.2,8007.780000000001
Q8K182,C8a,Complement component C8 alpha chain,Mus musculus,18800.9505,750.9000000000001,12784.267
Q8K183,Pdxk,Pyridoxal kinase,Mus musculus,5356.22,1913.725,3826.222222222222
Q8K1A6,Cc2d1a,Coiled-coil and C2 domain-containing protein 1A,Mus musculus,1462.54,1055.6,1394.7166666666667
Q8K1B8,Fermt3,Fermitin family homolog 3,Mus musculus,4368.24,5353.74,4860.99
Q8K1H9,Obp2a,Odorant-binding protein 2a,Mus musculus,46320407,30598011.2,38459209.1
Q8K1I3,Spp2,Secreted phosphoprotein 24,Mus musculus,2905.5,NA,2905.5
Q8K1M6,Dnm1l,Dynamin-1-like protein,Mus musculus,543.1,149.9,412.03333333333336
Q8K209,Adgrg1,Adhesion G-protein coupled receptor G1,Mus musculus,1060.38,1312.08,1186.23
Q8K274,Fn3krp,Ketosamine-3-kinase,Mus musculus,4556.1,NA,4556.1
Q8K2B0,P3h4,Endoplasmic reticulum protein SC65,Mus musculus,18621.6598,18650.12,18635.889900000002
Q8K2C7,Os9,Protein OS-9,Mus musculus,10939.619999999999,11252.64,11096.13
Q8K2I3,Fmo2,Dimethylaniline monooxygenase [N-oxide-forming] 2,Mus musculus,32156.475,10985.66,20394.911111111112
Q8K2I4,Manba,Beta-mannosidase,Mus musculus,3971.18,4570.24,4270.71
Q8K2T1,Nmral1,NmrA-like family domain-containing protein 1,Mus musculus,915.2333333333333,523,758.34
Q8K353,Cystm1,Cysteine-rich and transmembrane domain-containing protein 1,Mus musculus,3071.975,4708.8,3773.4714285714285
Q8K354,Cbr3,Carbonyl reductase [NADPH] 3,Mus musculus,3573.3,1562.55,2424.3
Q8K3H0,Appl1,DCC-interacting protein 13-alpha,Mus musculus,1127.1999999999998,170.5,648.8499999999999
Q8K3J9,Gprc5c,G-protein coupled receptor family C group 5 member C,Mus musculus,1908.46,1799.5600000000002,1854.01
Q8K3P0,Sdr9c7,Short-chain dehydrogenase/reductase family 9C member 7,Mus musculus,562.5,533.475,547.9875
Q8K485,Kctd11,BTB/POZ domain-containing protein KCTD11,Mus musculus,652.9,1386.9666666666667,1203.45
Q8K4G1,Ltbp4,Latent-transforming growth factor beta-binding protein 4,Mus musculus,209.70000000000002,452.3,344.47777777777776
Q8K4L4,Pof1b,Protein POF1B,Mus musculus,26135.64,28941.1802,27538.4101
Q8K4Z3,Naxe,NAD(P)H-hydrate epimerase,Mus musculus,4894.425,3425.68,4078.4555555555553
Q8K558,Treml1,Trem-like transcript 1 protein,Mus musculus,7864.45,NA,7864.45
Q8K5B2,Mcfd2,Multiple coagulation factor deficiency protein 2 homolog,Mus musculus,51658.4608,65154.5584,58406.5096
Q8QZR4,Oaf,Out at first protein homolog,Mus musculus,889.6,NA,889.6
Q8QZR5,Gpt,Alanine aminotransferase 1,Mus musculus,1399.6,477.85,872.8857142857142
Q8QZT1,Acat1,"Acetyl-CoA acetyltransferase, mitochondrial",Mus musculus,845,265.55,555.275
Q8QZY1,Eif3l,Eukaryotic translation initiation factor 3 subunit L,Mus musculus,589.75,332,479.2857142857143
Q8QZY6,Tspan14,Tetraspanin-14,Mus musculus,2011.6,1517.8666666666668,1826.45
Q8QZZ7,Tprkb,EKC/KEOPS complex subunit Tprkb,Mus musculus,789,NA,789
Q8R016,Blmh,Bleomycin hydrolase,Mus musculus,45023.9802,32655.8,38839.8901
Q8R050,Gspt1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,Mus musculus,838.6,390.6,614.6
Q8R059,Gale,UDP-glucose 4-epimerase,Mus musculus,1279.75,1259.4,1266.1833333333334
Q8R081,Hnrnpl,Heterogeneous nuclear ribonucleoprotein L,Mus musculus,1180.8,815.7,998.25
Q8R086,Suox,"Sulfite oxidase, mitochondrial",Mus musculus,570.65,303.525,437.0875
Q8R0F3,Sumf1,Formylglycine-generating enzyme,Mus musculus,2004.48,1833.5,1928.4888888888888
Q8R0P4,Aamdc,Mth938 domain-containing protein,Mus musculus,5439.46,2234.94,3837.2
Q8R0W0,Eppk1,Epiplakin,Mus musculus,3321.88,2285.06,2803.47
Q8R0Y6,Aldh1l1,Cytosolic 10-formyltetrahydrofolate dehydrogenase,Mus musculus,757,75.4,529.8
Q8R121,Serpina10,Protein Z-dependent protease inhibitor,Mus musculus,11473.9804,1809.54,6641.7602
Q8R146,Apeh,Acylamino-acid-releasing enzyme,Mus musculus,4233.4,634.1666666666666,2690.8714285714286
Q8R180,Ero1a,ERO1-like protein alpha,Mus musculus,1111.06,2543.14,1827.1
Q8R1F1,Niban2,Protein Niban 2,Mus musculus,1143.625,930.9,1052.4571428571428
Q8R1F5,Hyi,Putative hydroxypyruvate isomerase,Mus musculus,1476.5,NA,1476.5
Q8R1G2,Cmbl,Carboxymethylenebutenolidase homolog,Mus musculus,2189.35,578.025,1383.6875
Q8R1G6,Pdlim2,PDZ and LIM domain protein 2,Mus musculus,567.1,338.40000000000003,384.14
Q8R1I1,Uqcr10,Cytochrome b-c1 complex subunit 9,Mus musculus,5070.8,4717.4,4913.733333333334
Q8R1J9,Tor2a,Torsin-2A,Mus musculus,49550.5608,40871.4806,45211.0207
Q8R1L8,Angptl8,Angiopoietin-like protein 8,Mus musculus,189259.2612,78574.0402,133916.6507
Q8R1Q0,Stx19,Syntaxin-19,Mus musculus,2368.95,NA,2368.95
Q8R1U2,Cgref1,Cell growth regulator with EF hand domain protein 1,Mus musculus,4343.82,9346.02,6844.92
Q8R242,Ctbs,Di-N-acetylchitobiase,Mus musculus,2180.02,2457.22,2318.62
Q8R2E9,Ero1b,ERO1-like protein beta,Mus musculus,4852.92,3540.84,4196.88
Q8R2K1,Fuom,Fucose mutarotase,Mus musculus,26541.9,NA,26541.9
Q8R2Q0,Trim29,Tripartite motif-containing protein 29,Mus musculus,4760.9800000000005,6441.92,5601.45
Q8R2S8,Cd177,CD177 antigen,Mus musculus,16039.1,24446.8198,20242.9599
Q8R2Y2,Mcam,Cell surface glycoprotein MUC18,Mus musculus,214.4,NA,214.4
Q8R2Z0,C1qtnf12,Adipolin,Mus musculus,2671.18,2943.56,2807.37
Q8R317,Ubqln1,Ubiquilin-1,Mus musculus,1015.5,NA,1015.5
Q8R366,Igsf8,Immunoglobulin superfamily member 8,Mus musculus,506.5333333333333,959.78,789.8125
Q8R3B1,Plcd1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",Mus musculus,930.9,1197.04,1063.97
Q8R3V5,Sh3glb2,Endophilin-B2,Mus musculus,2232.3,NA,2232.3
Q8R429,Atp2a1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Mus musculus,1744.8666666666666,5198.1,3471.4833333333336
Q8R460,Il36g,Interleukin-36 gamma,Mus musculus,6588.233333333334,5610.25,6197.04
Q8R4G6,Mgat5,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",Mus musculus,876.66,786.36,831.51
Q8R4I4,Gtf2a1l,TFIIA-alpha and beta-like factor,Mus musculus,1870.8,NA,1870.8
Q8R5A3,Apbb1ip,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,Mus musculus,410.03333333333336,645.36,557.1125000000001
Q8VBT6,Apobr,Apolipoprotein B receptor,Mus musculus,507.325,1110.8,842.5888888888888
Q8VBX6,Mpdz,Multiple PDZ domain protein,Mus musculus,8805.460000000001,10106.4,9455.93
Q8VC28,Akr1c13,Aldo-keto reductase family 1 member C13,Mus musculus,1996.46,5562.9800000000005,3779.7200000000003
Q8VC88,Gca,Grancalcin,Mus musculus,2804.06,4777.0599999999995,3790.56
Q8VCA8,Scrn2,Secernin-2,Mus musculus,1279.85,297.6,788.725
Q8VCD3,Lman1l,Protein ERGIC-53-like,Mus musculus,4865.84,9109.18,6987.51
Q8VCF1,Cant1,Soluble calcium-activated nucleotidase 1,Mus musculus,19407.7998,12568.24,15988.0199
Q8VCG4,C8g,Complement component C8 gamma chain,Mus musculus,57075.641,4710.200000000001,30892.9205
Q8VCI0,Plbd1,Phospholipase B-like 1,Mus musculus,7954.36,12093.08,10023.72
Q8VCM7,Fgg,Fibrinogen gamma chain,Mus musculus,268884.0376,101088.518,184986.27779999998
Q8VCR7,Abhd14b,Putative protein-lysine deacylase ABHD14B,Mus musculus,6409.860000000001,6455.5599999999995,6432.71
Q8VCR9,Ocel1,Occludin/ELL domain-containing protein 1,Mus musculus,458.6,NA,458.6
Q8VCS0,Pglyrp2,N-acetylmuramoyl-L-alanine amidase,Mus musculus,7141.549999999999,163.1,4815.4000000000005
Q8VCS3,Fam20b,Glycosaminoglycan xylosylkinase,Mus musculus,1259.96,634.5666666666667,1025.4375
Q8VCT3,Rnpep,Aminopeptidase B,Mus musculus,2706.16,3114.66,2910.41
Q8VCT4,Ces1d,Carboxylesterase 1D,Mus musculus,3786.9,2241.8199999999997,3014.36
Q8VCY6,Utp6,U3 small nucleolar RNA-associated protein 6 homolog,Mus musculus,815.4,562.34,688.87
Q8VDD5,Myh9,Myosin-9,Mus musculus,28073.12,34424.3802,31248.7501
Q8VDJ3,Hdlbp,Vigilin,Mus musculus,489.14000000000004,285.3,387.21999999999997
Q8VDK1,Nit1,Deaminated glutathione amidase,Mus musculus,434,456.76666666666665,443.75714285714287
Q8VDL4,Adpgk,ADP-dependent glucokinase,Mus musculus,11107.18,16681.1202,13894.1501
Q8VDM4,Psmd2,26S proteasome non-ATPase regulatory subunit 2,Mus musculus,1463.6599999999999,911.4,1187.53
Q8VDM6,Hnrnpul1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,Mus musculus,19324.98,16747.48,18036.23
Q8VDN2,Atp1a1,Sodium/potassium-transporting ATPase subunit alpha-1,Mus musculus,3197.3,1736.28,2466.79
Q8VDP6,Cdipt,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,Mus musculus,1791.9666666666667,1720.2,1774.025
